a:0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333,0.41667,0.08333:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c:0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333,0.75,0.08333:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b:0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333,0.58333,0.08333:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca:0.75,0.08333,0.73246,0.08333,0.71491,0.08333,0.69737,0.08333,0.67982,0.08333,0.66228,0.08333,0.64474,0.08333,0.62719,0.08333,0.60965,0.08333,0.59211,0.08333,0.57456,0.08333,0.55702,0.08333,0.53947,0.08333,0.52193,0.08333,0.50439,0.08333,0.48684,0.08333,0.4693,0.08333,0.45175,0.08333,0.43421,0.08333,0.41667,0.08333:1.0,0.0,0.89474,0.0,0.78947,0.0,0.68421,0.0,0.57895,0.0,0.47368,0.0,0.36842,0.0,0.26316,0.0,0.15789,0.0,0.05263,0.0,-0.05263,0.0,-0.15789,0.0,-0.26316,0.0,-0.36842,0.0,-0.47368,0.0,-0.57895,0.0,-0.68421,0.0,-0.78947,0.0,-0.89474,0.0,-1.0,0.0
ac:0.41667,0.08333,0.43421,0.08333,0.45175,0.08333,0.4693,0.08333,0.48684,0.08333,0.50439,0.08333,0.52193,0.08333,0.53947,0.08333,0.55702,0.08333,0.57456,0.08333,0.59211,0.08333,0.60965,0.08333,0.62719,0.08333,0.64474,0.08333,0.66228,0.08333,0.67982,0.08333,0.69737,0.08333,0.71491,0.08333,0.73246,0.08333,0.75,0.08333:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
bc:0.58333,0.08333,0.59211,0.08333,0.60088,0.08333,0.60965,0.08333,0.61842,0.08333,0.62719,0.08333,0.63596,0.08333,0.64474,0.08333,0.65351,0.08333,0.66228,0.08333,0.67105,0.08333,0.67982,0.08333,0.6886,0.08333,0.69737,0.08333,0.70614,0.08333,0.71491,0.08333,0.72368,0.08333,0.73246,0.08333,0.74123,0.08333,0.75,0.08333:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
bbc:0.58333,0.08333,0.59211,0.08333,0.60088,0.08333,0.60965,0.08333,0.61842,0.08333,0.62719,0.08333,0.63596,0.08333,0.64474,0.08333,0.65351,0.08333,0.66228,0.08333,0.67105,0.08333,0.67982,0.08333,0.6886,0.08333,0.69737,0.08333,0.70614,0.08333,0.71491,0.08333,0.72368,0.08333,0.73246,0.08333,0.74123,0.08333,0.75,0.08333:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
acc:0.41667,0.08333,0.43421,0.08333,0.45175,0.08333,0.4693,0.08333,0.48684,0.08333,0.50439,0.08333,0.52193,0.08333,0.53947,0.08333,0.55702,0.08333,0.57456,0.08333,0.59211,0.08333,0.60965,0.08333,0.62719,0.08333,0.64474,0.08333,0.66228,0.08333,0.67982,0.08333,0.69737,0.08333,0.71491,0.08333,0.73246,0.08333,0.75,0.08333:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
ab:0.41667,0.08333,0.42544,0.08333,0.43421,0.08333,0.44298,0.08333,0.45175,0.08333,0.46053,0.08333,0.4693,0.08333,0.47807,0.08333,0.48684,0.08333,0.49561,0.08333,0.50439,0.08333,0.51316,0.08333,0.52193,0.08333,0.5307,0.08333,0.53947,0.08333,0.54825,0.08333,0.55702,0.08333,0.56579,0.08333,0.57456,0.08333,0.58333,0.08333:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
ba:0.58333,0.08333,0.57456,0.08333,0.56579,0.08333,0.55702,0.08333,0.54825,0.08333,0.53947,0.08333,0.5307,0.08333,0.52193,0.08333,0.51316,0.08333,0.50439,0.08333,0.49561,0.08333,0.48684,0.08333,0.47807,0.08333,0.4693,0.08333,0.46053,0.08333,0.45175,0.08333,0.44298,0.08333,0.43421,0.08333,0.42544,0.08333,0.41667,0.08333:1.0,0.0,0.89474,0.0,0.78947,0.0,0.68421,0.0,0.57895,0.0,0.47368,0.0,0.36842,0.0,0.26316,0.0,0.15789,0.0,0.05263,0.0,-0.05263,0.0,-0.15789,0.0,-0.26316,0.0,-0.36842,0.0,-0.47368,0.0,-0.57895,0.0,-0.68421,0.0,-0.78947,0.0,-0.89474,0.0,-1.0,0.0
