i:0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833,0.45833,0.20833:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be:0.45833,0.04167,0.45395,0.04167,0.44956,0.04167,0.44518,0.04167,0.44079,0.04167,0.4364,0.04167,0.43202,0.04167,0.42763,0.04167,0.42325,0.04167,0.41886,0.04167,0.41447,0.04167,0.41009,0.04167,0.4057,0.04167,0.40132,0.04167,0.39693,0.04167,0.39254,0.04167,0.38816,0.04167,0.38377,0.04167,0.37939,0.04167,0.375,0.04167:1.0,0.0,0.89474,0.0,0.78947,0.0,0.68421,0.0,0.57895,0.0,0.47368,0.0,0.36842,0.0,0.26316,0.0,0.15789,0.0,0.05263,0.0,-0.05263,0.0,-0.15789,0.0,-0.26316,0.0,-0.36842,0.0,-0.47368,0.0,-0.57895,0.0,-0.68421,0.0,-0.78947,0.0,-0.89474,0.0,-1.0,0.0
we:0.29167,0.04167,0.29605,0.04167,0.30044,0.04167,0.30482,0.04167,0.30921,0.04167,0.3136,0.04167,0.31798,0.04167,0.32237,0.04167,0.32675,0.04167,0.33114,0.04167,0.33553,0.04167,0.33991,0.04167,0.3443,0.04167,0.34868,0.04167,0.35307,0.04167,0.35746,0.04167,0.36184,0.04167,0.36623,0.04167,0.37061,0.04167,0.375,0.04167:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
will:0.29167,0.04167,0.30354,0.05354,0.31541,0.06541,0.32729,0.07729,0.33916,0.08916,0.35103,0.10103,0.36291,0.11291,0.37478,0.12478,0.38665,0.13665,0.39853,0.14853,0.4104,0.1604,0.42227,0.17227,0.43415,0.18415,0.44602,0.19602,0.45789,0.20789,0.4745,0.20833,0.49129,0.20833,0.50808,0.20833,0.52488,0.20833,0.54167,0.20833:-1.0,-0.66667,-0.90501,-0.57168,-0.81003,-0.47669,-0.71504,-0.38171,-0.62006,-0.28672,-0.52507,-0.19174,-0.43008,-0.09675,-0.3351,-0.00176,-0.24011,0.09322,-0.14512,0.18821,-0.05014,0.2832,0.04485,0.37818,0.13983,0.47317,0.23482,0.56815,0.32981,0.66314,0.46268,0.66667,0.59701,0.66667,0.73134,0.66667,0.86567,0.66667,1.0,0.66667
he:0.375,0.20833,0.375,0.19956,0.375,0.19079,0.375,0.18202,0.375,0.17325,0.375,0.16447,0.375,0.1557,0.375,0.14693,0.375,0.13816,0.375,0.12939,0.375,0.12061,0.375,0.11184,0.375,0.10307,0.375,0.0943,0.375,0.08553,0.375,0.07675,0.375,0.06798,0.375,0.05921,0.375,0.05044,0.375,0.04167:0.0,1.0,0.0,0.89474,0.0,0.78947,0.0,0.68421,0.0,0.57895,0.0,0.47368,0.0,0.36842,0.0,0.26316,0.0,0.15789,0.0,0.05263,0.0,-0.05263,0.0,-0.15789,0.0,-0.26316,0.0,-0.36842,0.0,-0.47368,0.0,-0.57895,0.0,-0.68421,0.0,-0.78947,0.0,-0.89474,0.0,-1.0
here:0.375,0.20833,0.375,0.18202,0.375,0.1557,0.375,0.12939,0.375,0.10307,0.375,0.07675,0.375,0.05044,0.39254,0.04167,0.41886,0.04167,0.44518,0.04167,0.47149,0.04167,0.49781,0.04167,0.52412,0.04167,0.53289,0.04167,0.50658,0.04167,0.48026,0.04167,0.45395,0.04167,0.42763,0.04167,0.40132,0.04167,0.375,0.04167:-0.94737,1.0,-0.94737,0.68421,-0.94737,0.36842,-0.94737,0.05263,-0.94737,-0.26316,-0.94737,-0.57895,-0.94737,-0.89474,-0.73684,-1.0,-0.42105,-1.0,-0.10526,-1.0,0.21053,-1.0,0.52632,-1.0,0.84211,-1.0,0.94737,-1.0,0.63158,-1.0,0.31579,-1.0,0.0,-1.0,-0.31579,-1.0,-0.63158,-1.0,-0.94737,-1.0
web:0.29167,0.04167,0.30044,0.04167,0.30921,0.04167,0.31798,0.04167,0.32675,0.04167,0.33553,0.04167,0.3443,0.04167,0.35307,0.04167,0.36184,0.04167,0.37061,0.04167,0.37939,0.04167,0.38816,0.04167,0.39693,0.04167,0.4057,0.04167,0.41447,0.04167,0.42325,0.04167,0.43202,0.04167,0.44079,0.04167,0.44956,0.04167,0.45833,0.04167:-1.0,0.0,-0.89474,0.0,-0.78947,0.0,-0.68421,0.0,-0.57895,0.0,-0.47368,0.0,-0.36842,0.0,-0.26316,0.0,-0.15789,0.0,-0.05263,0.0,0.05263,0.0,0.15789,0.0,0.26316,0.0,0.36842,0.0,0.47368,0.0,0.57895,0.0,0.68421,0.0,0.78947,0.0,0.89474,0.0,1.0,0.0
help:0.375,0.20833,0.375,0.174,0.375,0.13966,0.375,0.10533,0.375,0.07099,0.37854,0.04521,0.40282,0.06949,0.4271,0.09377,0.45138,0.11804,0.47566,0.14232,0.49994,0.1666,0.52421,0.19088,0.53201,0.20833,0.49768,0.20833,0.46334,0.20833,0.42901,0.20833,0.39467,0.20833,0.36034,0.20833,0.326,0.20833,0.29167,0.20833:-0.30656,0.67871,-0.30656,0.39299,-0.30656,0.10728,-0.30656,-0.17844,-0.30656,-0.46415,-0.27708,-0.67871,-0.07505,-0.47668,0.12698,-0.27464,0.32901,-0.07261,0.53104,0.12942,0.73307,0.33145,0.9351,0.53348,1.0,0.67871,0.71429,0.67871,0.42857,0.67871,0.14286,0.67871,-0.14286,0.67871,-0.42857,0.67871,-0.71429,0.67871,-1.0,0.67871
e:0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167,0.375,0.04167:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
were:0.29167,0.04167,0.3136,0.04167,0.33553,0.04167,0.35746,0.04167,0.37939,0.04167,0.40132,0.04167,0.42325,0.04167,0.44518,0.04167,0.46711,0.04167,0.48904,0.04167,0.51096,0.04167,0.53289,0.04167,0.52851,0.04167,0.50658,0.04167,0.48465,0.04167,0.46272,0.04167,0.44079,0.04167,0.41886,0.04167,0.39693,0.04167,0.375,0.04167:-1.0,0.0,-0.81818,0.0,-0.63636,0.0,-0.45455,0.0,-0.27273,0.0,-0.09091,0.0,0.09091,0.0,0.27273,0.0,0.45455,0.0,0.63636,0.0,0.81818,0.0,1.0,0.0,0.96364,0.0,0.78182,0.0,0.6,0.0,0.41818,0.0,0.23636,0.0,0.05455,0.0,-0.12727,0.0,-0.30909,0.0
